loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
22000,22000,22000.0, 36 months, 10.33%,713.3,B,B1,Teacher,10+ years,RENT,80000.0,Not Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,616xx,IL,10.7,0,Jul-2007,0,,,6,0,13196,74.1%,7,w,6806.26,6806.26,18514.24,18514.24,15193.74,3320.5,0.0,0.0,0.0,Jan-2021,713.3,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,16925,0,1,0,0,58.0,3729,16.0,0,1,5100,42.0,17800,0,2,0,1,2821.0,484.0,92.6,0,0,136.0,105,20,20,0,40.0,,,,0,2,3,2,2,2,5,5,3,6,0.0,0,0,0,100.0,100.0,0,0,40526,16925,6500,22726,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
11000,11000,11000.0, 36 months, 16.91%,391.69,C,C5,General manager ,8 years,RENT,50000.0,Not Verified,Oct-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,282xx,NC,23.31,0,Oct-2002,0,81.0,,6,0,6468,72.7%,12,w,0.0,0.0,13222.41,13222.41,11000.0,2202.83,19.58,0.0,0.0,Mar-2020,7357.39,,Nov-2020,0,,1,Individual,,,,0,434,49209,2,2,1,3,6.0,42741,71.0,1,1,2206,72.0,8900,4,0,4,4,8202.0,2173.0,74.7,0,0,192.0,138,6,6,0,99.0,,6.0,,0,3,4,3,5,6,4,6,4,6,0.0,0,0,2,91.7,66.7,0,0,54256,49209,8600,45356,,,,,,,,,,,,,,,,,391.69,,,,,,,0.0,0.0,7357.39,N,,,,,,
25000,25000,25000.0, 60 months, 11.06%,544.31,B,B3,Deduction Team Lead Manager,3 years,MORTGAGE,92250.0,Not Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,080xx,NJ,13.33,0,Jul-2002,0,80.0,79.0,10,1,23648,50.5%,19,w,15426.92,15426.92,14681.01,14681.01,9573.08,5107.93,0.0,0.0,0.0,Jan-2021,544.31,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,25824,1,1,0,0,30.0,2176,19.0,1,3,10743,45.0,46800,0,0,0,3,2582.0,18535.0,50.6,0,0,140.0,195,6,6,3,6.0,,15.0,,0,2,7,4,7,4,9,12,7,10,0.0,0,0,1,94.4,25.0,1,0,57991,25824,37500,11191,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000.0, 36 months, 22.35%,767.44,D,D5,SENIOR MANAGER,10+ years,RENT,108000.0,Source Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,070xx,NJ,11.59,0,Jan-2008,1,,,10,0,18437,92.6%,11,w,6943.25,6943.25,19928.61,19928.61,13056.75,6871.86,0.0,0.0,0.0,Jan-2021,767.44,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,22546,3,1,0,0,28.0,4109,27.0,4,6,6483,65.0,19900,0,0,2,6,2255.0,1138.0,94.2,0,0,28.0,130,1,1,0,5.0,,5.0,,0,8,9,8,8,1,9,10,9,10,0.0,0,0,4,100.0,75.0,0,0,34900,22546,19500,15000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
35000,35000,35000.0, 36 months,  7.84%,1094.2,A,A4,Team Lead,10+ years,MORTGAGE,95500.0,Source Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,372xx,TN,28.31,0,Sep-2003,0,,,11,0,18324,45%,49,w,9533.33,9533.33,29528.16,29528.16,25466.67,4061.49,0.0,0.0,0.0,Jan-2021,1094.2,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,248986,0,3,0,1,22.0,148197,56.0,0,0,18114,51.0,40700,1,0,1,1,22635.0,19086.0,48.7,0,0,181.0,136,29,22,2,29.0,,0.0,,0,1,2,4,6,38,6,9,2,11,0.0,0,0,0,100.0,25.0,0,0,325287,166521,37200,167019,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
6000,6000,6000.0, 36 months,  8.81%,190.27,A,A5,Certified Nursing Assistant,10+ years,RENT,67000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,112xx,NY,18.29,3,May-2001,1,16.0,,9,0,9327,58.7%,24,w,2003.98,2003.98,4753.81,4753.81,3996.02,757.79,0.0,0.0,0.0,Jan-2021,190.27,Feb-2021,Jan-2021,0,17.0,1,Individual,,,,0,0,22246,0,2,0,1,23.0,12919,62.0,0,0,279,60.0,15900,1,3,2,1,2472.0,221.0,55.8,1,0,142.0,211,27,23,0,211.0,16.0,6.0,16.0,3,1,6,1,5,5,7,19,6,9,0.0,0,3,0,83.3,0.0,0,0,36900,22246,500,21000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
7200,7200,7200.0, 36 months, 18.94%,263.71,D,D2,Custodian,9 years,OWN,55000.0,Not Verified,Oct-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,117xx,NY,34.28,0,Jan-2009,1,,,15,0,5520,11.7%,45,w,0.0,0.0,7680.4823253078,7680.48,7200.0,480.48,0.0,0.0,0.0,Feb-2019,6904.5,,Jan-2021,0,,1,Individual,,,,0,0,61977,2,3,2,4,5.0,56457,82.0,3,4,2400,42.0,47300,2,6,3,8,4132.0,37623.0,6.9,0,0,109.0,117,1,1,0,10.0,,5.0,,0,3,5,10,16,17,12,27,5,15,0.0,0,0,5,100.0,0.0,0,0,132245,61977,40400,84945,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
25000,25000,25000.0, 36 months,  8.19%,785.61,A,A4,Land Development Plans Examiner 2,10+ years,RENT,83000.0,Not Verified,Nov-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,890xx,NV,28.11,0,Sep-2000,0,,,6,0,9433,34.2%,26,w,0.0,0.0,27777.182961363,27777.18,25000.0,2777.18,0.0,0.0,0.0,Nov-2020,10584.13,,Jan-2021,0,,1,Individual,,,,0,0,78720,1,3,1,4,9.0,69287,79.0,1,1,4937,59.0,27600,0,0,2,5,13120.0,18167.0,34.2,0,0,76.0,218,3,3,0,3.0,,9.0,,0,2,2,3,13,10,3,16,2,6,0.0,0,0,2,100.0,0.0,0,0,117229,78720,27600,89629,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
21000,21000,21000.0, 60 months, 16.91%,520.89,C,C5,Machinist Operator,< 1 year,MORTGAGE,61000.0,Not Verified,Nov-2018,Late (31-120 days),n,,,debt_consolidation,Debt consolidation,169xx,PA,29.63,0,Apr-2000,1,,,13,0,36202,88.5%,23,w,15357.06,15357.06,12087.94,12087.94,5642.94,6392.92,52.08,0.0,0.0,Dec-2020,562.67,Feb-2021,Jan-2021,0,,1,Joint App,147000.0,23.76,Not Verified,0,0,199651,1,8,2,5,3.0,106588,99.0,0,0,14058,96.0,40900,0,0,2,5,15358.0,2822.0,92.7,0,0,166.0,222,38,3,2,102.0,,3.0,,0,3,4,3,3,13,4,8,4,13,0.0,0,0,2,100.0,100.0,0,0,232430,142790,38900,107530,84479.0,Apr-2000,0.0,2.0,13.0,89.5,2.0,18.0,0.0,0.0,,,,,,,520.89,,,,,,,649.2201299999998,15768.24,562.67,N,,,,,,
26000,26000,26000.0, 60 months, 14.47%,611.33,C,C2,Services manager ,2 years,RENT,85000.0,Not Verified,Dec-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,331xx,FL,16.85,0,Jul-2003,0,64.0,,12,0,15786,61.9%,20,w,0.0,0.0,9760.38,9760.38,5221.18,4539.2,0.0,0.0,0.0,Jul-2020,0.0,,Dec-2020,0,64.0,1,Individual,,,,0,0,24998,0,2,0,2,17.0,7054,29.0,0,4,8209,47.0,25500,4,0,1,8,2083.0,3162.0,81.0,0,0,184.0,184,13,7,0,13.0,64.0,10.0,64.0,1,5,7,5,8,5,9,13,7,12,0.0,0,0,2,85.0,60.0,0,0,53149,24998,16600,24783,,,,,,,,,,,,N,CVD19SKIP,REDCDHOURS,COMPLETE,2.0,0.0,Apr-2020,Jul-2020,May-2020,2.0,0.0,ACTIVE,501.12,20954.21,611.33,N,,,,,,
32000,32000,32000.0, 36 months,  8.81%,1014.77,A,A5,Director of Tennis,6 years,MORTGAGE,100000.0,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,660xx,KS,4.93,2,Dec-1999,0,16.0,,4,0,1739,49.7%,10,w,10685.79,10685.79,25330.09,25330.09,21314.21,4015.88,0.0,0.0,0.0,Jan-2021,1014.77,Feb-2021,Jan-2021,0,16.0,1,Individual,,,,0,0,104323,0,2,0,1,24.0,27232,44.0,0,2,1739,46.0,3500,1,0,2,3,26081.0,1761.0,49.7,0,0,173.0,228,23,23,2,228.0,16.0,2.0,16.0,3,1,1,1,6,2,1,6,1,4,0.0,0,2,0,70.0,0.0,0,0,153756,28971,3500,44020,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
7500,7500,7500.0, 36 months,  7.02%,231.65,A,A2,Technician,8 years,MORTGAGE,70000.0,Source Verified,Nov-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,770xx,TX,14.83,0,May-2006,0,,,14,0,1350,7.5%,23,w,0.0,0.0,8070.260792831999,8070.26,7500.0,570.26,0.0,0.0,0.0,Sep-2020,856.41,,Sep-2020,0,,1,Individual,,,,0,0,119684,2,8,1,1,5.0,38660,75.0,2,2,919,57.0,18000,0,1,0,3,8549.0,13164.0,9.2,0,0,150.0,129,5,5,1,7.0,,,,0,2,3,3,6,11,5,11,3,14,0.0,0,0,3,69.6,0.0,0,0,180661,40010,14500,51712,,,,,,,,,,,,N,CVD19SKIP,INCOMECURT,COMPLETE,2.0,0.0,Apr-2020,Jun-2020,Apr-2020,2.0,0.0,ACTIVE,15.58,1337.42,231.65,N,,,,,,
20000,20000,20000.0, 60 months, 11.80%,442.88,B,B4,Electrical CADD Technician,2 years,RENT,75000.0,Not Verified,Nov-2018,Current,n,,,credit_card,Credit card refinancing,231xx,VA,14.82,0,Sep-2002,0,,,14,0,20597,57.4%,16,w,12746.05,12746.05,11482.1,11482.1,7253.95,4228.15,0.0,0.0,0.0,Jan-2021,442.88,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,35804,0,5,0,0,51.0,15207,59.0,0,0,13053,58.0,35900,0,0,0,0,2557.0,6472.0,73.4,0,0,194.0,75,37,37,0,37.0,,,,0,6,7,7,7,6,9,10,7,14,0.0,0,0,0,100.0,28.6,0,0,61886,35804,24300,25986,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000.0, 36 months,  8.19%,377.09,A,A4,Nurse,2 years,OWN,43827.0,Source Verified,Nov-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,271xx,NC,17.14,0,Apr-2003,0,76.0,,9,0,6433,30.1%,13,w,0.0,0.0,13073.824587718,13073.82,12000.0,1073.82,0.0,0.0,0.0,Mar-2020,7428.39,,Jan-2021,0,76.0,1,Individual,,,,0,0,14758,0,1,1,1,9.0,8325,83.0,0,5,2943,47.0,21400,1,0,1,6,1640.0,4524.0,56.9,0,0,9.0,183,13,9,1,13.0,105.0,9.0,105.0,2,3,5,4,5,1,8,11,5,9,0.0,0,0,1,84.6,25.0,0,0,31400,14758,10500,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15400,15400,15400.0, 36 months, 15.02%,534.0,C,C3,,,MORTGAGE,48000.0,Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,105xx,NY,27.42,0,Dec-2006,2,43.0,,25,0,20105,43.4%,31,w,4436.39,4436.39,14501.53,14501.53,10963.61,3537.92,0.0,0.0,0.0,Jan-2021,534.0,Feb-2021,Jan-2021,0,50.0,1,Joint App,110500.0,21.19,Source Verified,0,0,37071,5,1,1,1,2.0,16966,94.0,7,14,6175,57.0,46300,2,0,3,16,1483.0,16747.0,50.3,0,0,142.0,142,2,2,0,5.0,43.0,3.0,43.0,3,12,15,14,17,4,23,26,15,25,0.0,0,0,9,83.9,14.3,0,0,64814,37071,33700,17964,34898.0,Feb-2009,0.0,0.0,9.0,95.5,2.0,8.0,0.0,0.0,45.0,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000.0, 60 months, 16.91%,372.07,C,C5,Rural Letter Carrier,10+ years,MORTGAGE,65000.0,Source Verified,Oct-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,371xx,TN,27.64,0,Mar-2003,2,57.0,,18,0,13240,33.8%,26,w,0.0,0.0,3185.1,3185.1,488.91,647.38,0.0,2048.81,368.7858,Jan-2019,420.33,,Aug-2019,0,57.0,1,Individual,,,,0,0,307059,5,6,3,5,1.0,82849,97.0,4,7,4680,77.0,39200,2,1,4,12,17059.0,18591.0,40.4,0,0,187.0,172,1,1,3,1.0,,3.0,,0,8,10,8,10,10,11,13,10,18,0.0,0,0,7,96.2,0.0,0,0,345169,96089,31200,85045,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
3000,3000,3000.0, 36 months, 17.97%,108.42,D,D1,Community Manager,8 years,RENT,82000.0,Not Verified,Dec-2018,Current,n,,,medical,Medical expenses,370xx,TN,17.28,1,Dec-2008,0,21.0,,7,0,5228,32.1%,15,w,1091.74,1091.74,2707.5,2707.5,1908.26,799.24,0.0,0.0,0.0,Jan-2021,108.42,Feb-2021,Jan-2021,0,21.0,1,Individual,,,,0,0,48564,1,2,0,2,22.0,43336,76.0,3,4,2194,66.0,16300,1,0,0,6,6938.0,8848.0,28.1,0,0,119.0,85,2,2,0,8.0,45.0,22.0,45.0,3,3,4,4,4,8,5,7,4,7,0.0,0,1,3,66.7,0.0,0,0,73298,48564,12300,56998,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 36 months,  8.81%,317.12,A,A5,Emergency Response Official,10+ years,RENT,93600.0,Not Verified,Dec-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,226xx,VA,11.63,0,Mar-2009,0,,,7,0,17747,48.1%,15,w,0.0,0.0,4371.45,4371.45,3197.44,1158.15,15.86,0.0,0.0,Aug-2020,50.18,,Jan-2021,0,,1,Individual,,,,0,0,28404,1,2,0,1,19.0,10657,53.0,1,2,6671,50.0,36900,1,0,0,3,4058.0,19153.0,48.1,0,0,117.0,102,3,3,0,3.0,,19.0,,0,5,5,5,5,8,5,7,5,7,0.0,0,0,1,100.0,20.0,0,0,57012,28404,36900,20112,,,,,,,,,,,,N,DR02INTV01,FINANCIAL,BROKEN,3.0,317.12,Sep-2020,Dec-2020,Oct-2020,3.0,32.0,INCOLLECTION,0.0,0.0,50.18,N,,,,,,
17000,17000,17000.0, 60 months,  8.46%,348.46,A,A5,Sales,6 years,MORTGAGE,120000.0,Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,080xx,NJ,10.16,0,Oct-1992,0,,,12,0,16639,31.7%,24,w,10501.56,10501.56,9091.92,9091.92,6498.44,2593.48,0.0,0.0,0.0,Jan-2021,348.46,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,232486,3,2,1,2,6.0,23760,79.0,4,7,10439,49.0,52500,2,0,1,10,19374.0,32729.0,33.5,0,0,54.0,313,3,3,2,3.0,,8.0,,0,2,3,7,15,3,9,19,3,12,0.0,0,0,5,100.0,28.6,0,0,285247,40399,49200,30047,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
4200,4200,4200.0, 36 months, 17.97%,151.78,D,D1,Supervisor,5 years,RENT,44963.0,Source Verified,Dec-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,232xx,VA,25.52,0,Apr-2008,0,,,10,0,4602,39.7%,18,w,0.0,0.0,4845.092048052,4845.09,4200.0,645.09,0.0,0.0,0.0,Nov-2019,3320.99,,Sep-2020,0,,1,Individual,,,,0,1105,25322,2,4,2,4,4.0,20720,68.0,2,4,2755,60.0,11600,2,1,1,8,2532.0,945.0,74.5,0,0,51.0,128,7,4,0,9.0,,7.0,,0,1,4,2,3,11,6,7,4,10,0.0,0,0,4,100.0,50.0,0,0,42217,25322,3700,30617,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
23000,23000,23000.0, 60 months, 20.89%,620.81,D,D4,Director Clinical Quality Transformation,2 years,MORTGAGE,129800.0,Verified,Oct-2018,Current,n,,,credit_card,Credit card refinancing,327xx,FL,50.23,0,Oct-1997,1,,,28,0,88011,88%,46,w,15484.33,15484.33,16708.48,16708.48,7515.67,9192.81,0.0,0.0,0.0,Jan-2021,620.81,Feb-2021,Jan-2021,0,,1,Joint App,267300.0,35.9,Verified,0,0,459474,3,9,2,6,3.0,129139,62.0,1,6,21259,75.0,100000,4,6,3,13,16410.0,11109.0,87.0,0,0,167.0,252,4,3,7,15.0,,3.0,,0,14,16,14,17,18,16,21,16,28,0.0,0,0,4,100.0,85.7,0,0,569373,217150,85600,174222,201644.0,Aug-2000,2.0,5.0,34.0,84.0,11.0,25.0,0.0,0.0,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 36 months, 12.98%,336.85,B,B5,Manager,10+ years,OWN,110000.0,Not Verified,Nov-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,945xx,CA,27.78,0,Jun-2003,1,79.0,,13,0,23830,39.2%,28,w,0.0,0.0,5121.74,5121.74,3173.69,1190.94,0.0,757.11,136.2798,Dec-2019,336.85,,Jul-2020,0,,1,Individual,,,,0,0,51936,0,2,0,1,13.0,28106,43.0,1,1,11704,41.0,60800,1,1,2,2,3995.0,15978.0,59.5,0,0,140.0,162,8,8,4,8.0,,5.0,,0,5,6,6,9,4,11,20,6,13,0.0,0,0,1,92.9,50.0,0,0,126880,51936,39500,66080,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
35000,35000,35000.0, 36 months,  7.84%,1094.2,A,A4,Business Manager,7 years,MORTGAGE,96000.0,Verified,Nov-2018,Fully Paid,n,,,credit_card,Credit card refinancing,370xx,TN,10.23,2,Aug-2000,0,9.0,,18,0,7391,11%,41,w,0.0,0.0,36620.572704904,36620.57,35000.0,1620.57,0.0,0.0,0.0,Jun-2019,30085.86,,Sep-2020,0,,1,Individual,,,,0,0,209042,0,4,0,0,33.0,31638,64.0,1,3,2990,34.0,66900,0,0,0,5,11613.0,32509.0,18.5,0,0,182.0,218,10,10,6,10.0,9.0,13.0,9.0,0,5,5,9,11,13,13,22,5,18,0.0,0,0,2,92.5,0.0,0,0,293658,39029,39900,49158,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000.0, 36 months,  7.21%,619.47,A,A3,,,RENT,75072.0,Source Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,201xx,VA,1.31,0,Mar-1995,0,,,1,0,2805,25.5%,3,w,5411.15,5411.15,16717.68,16717.68,14588.85,2128.83,0.0,0.0,0.0,Jan-2021,619.47,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,2805,0,0,0,0,,0,,0,1,2805,26.0,11000,0,0,0,1,2805.0,8195.0,25.5,0,0,,282,19,19,0,19.0,,,,0,1,1,1,1,0,1,3,1,1,0.0,0,0,0,100.0,0.0,0,0,11000,2805,11000,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 60 months, 18.94%,259.08,D,D2,Driver,1 year,RENT,57600.0,Source Verified,Nov-2018,Charged Off,n,,,major_purchase,Major purchase,430xx,OH,35.35,0,Dec-1998,2,,,12,0,9018,59.7%,30,w,0.0,0.0,3954.06,3954.06,1326.18,1772.26,0.0,855.62,154.0116,Nov-2019,259.08,,Oct-2020,0,,1,Individual,,,,0,0,44498,1,4,1,3,5.0,35480,68.0,0,1,2839,66.0,15100,9,1,9,4,3708.0,752.0,91.2,0,0,140.0,238,22,5,2,45.0,,5.0,,0,4,5,4,4,17,8,11,5,12,0.0,0,0,1,100.0,100.0,0,0,67145,44498,8500,52045,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
30000,30000,30000.0, 36 months,  8.46%,946.48,A,A5,senior systems analyst,6 years,RENT,200000.0,Source Verified,Oct-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,945xx,CA,17.05,0,Oct-2005,3,49.0,,17,0,17819,18%,55,w,0.0,0.0,32623.26,32623.26,30000.0,2623.26,0.0,0.0,0.0,May-2020,10704.98,,Jan-2021,0,49.0,1,Individual,,,,0,0,71147,2,5,2,4,1.0,53328,64.0,0,1,5748,39.0,99200,4,9,5,5,4185.0,63296.0,14.9,0,0,155.0,149,20,1,0,30.0,,1.0,,1,4,7,6,12,30,12,25,7,17,0.0,0,0,2,98.1,16.7,0,0,183083,71147,74400,83883,,,,,,,,,,,,,,,,,1000.0,,,,,,,0.0,0.0,9704.98,N,,,,,,
12000,12000,12000.0, 36 months, 10.47%,389.86,B,B2,Intern,1 year,RENT,60000.0,Not Verified,Nov-2018,Fully Paid,n,,,moving,Moving and relocation,852xx,AZ,10.44,0,Apr-2009,2,,,15,0,63,0.2%,16,w,0.0,0.0,13731.73,13731.73,12000.0,1731.73,0.0,0.0,0.0,Oct-2020,5161.79,,Jan-2021,0,,1,Individual,,,,0,0,34753,3,7,3,5,2.0,34690,83.0,0,2,32,45.0,36100,2,1,3,7,2482.0,16137.0,0.4,0,0,29.0,114,18,2,0,18.0,,1.0,,0,2,2,5,6,7,8,9,2,15,0.0,0,0,3,100.0,0.0,0,0,78066,34753,16200,41966,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,4771.93,N,,,,,,
10000,10000,10000.0, 60 months, 22.35%,278.19,D,D5,Superintendent ,10+ years,MORTGAGE,140000.0,Not Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,882xx,NM,10.6,0,Jul-2006,3,,,15,0,5237,25.3%,20,w,6811.88,6811.88,7511.02,7511.02,3188.12,4322.9,0.0,0.0,0.0,Jan-2021,278.19,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,73809,4,2,2,4,6.0,32163,79.0,4,8,1647,61.0,20700,4,0,5,12,4921.0,5449.0,34.3,0,0,146.0,37,1,1,1,14.0,,3.0,,0,5,9,5,5,7,12,12,9,15,0.0,0,0,6,100.0,0.0,0,0,173339,37400,8300,40557,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000.0, 36 months, 22.35%,460.47,D,D5,Account Executive ,4 years,RENT,60000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,110xx,NY,19.92,0,Mar-2004,0,43.0,,15,0,9576,70.4%,22,w,5743.36,5743.36,10115.44,10115.44,6256.64,3858.8,0.0,0.0,0.0,Jan-2021,0.0,Feb-2021,Jan-2021,0,43.0,1,Individual,,,,0,0,22161,1,5,0,2,21.0,12585,48.0,1,7,1115,55.0,13600,0,0,0,9,1583.0,718.0,79.5,0,0,177.0,38,5,5,0,20.0,,14.0,,4,4,9,5,5,12,10,10,9,15,0.0,0,0,1,81.0,50.0,0,0,39969,22161,3500,26369,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,14975.0, 60 months, 16.91%,372.07,C,C5,Checker,10+ years,RENT,35000.0,Not Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,950xx,CA,10.25,0,May-2007,0,24.0,,10,0,9963,28.5%,29,f,9995.85,9979.19,9659.73,9643.63,5004.15,4655.58,0.0,0.0,0.0,Jan-2021,372.07,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,9963,0,0,0,0,31.0,0,,0,1,4842,29.0,34900,0,0,0,1,996.0,17154.0,33.3,0,0,134.0,138,24,24,2,24.0,24.0,,24.0,0,3,6,6,15,2,10,25,6,10,0.0,0,0,0,96.6,16.7,0,0,34900,9963,25700,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000.0, 60 months, 15.02%,357.01,C,C3,supervisor,10+ years,MORTGAGE,180000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,109xx,NY,20.55,0,May-1996,0,41.0,,20,0,63353,81.5%,38,w,10067.51,10067.51,8906.47,8906.47,4932.49,3973.98,0.0,0.0,0.0,Jan-2021,357.01,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,665081,1,4,1,3,3.0,57896,74.0,0,3,16449,78.0,78200,3,1,2,6,33254.0,13761.0,82.5,0,0,146.0,271,15,3,4,15.0,41.0,4.0,41.0,0,11,12,12,20,10,13,24,12,20,0.0,0,0,1,97.3,58.3,0,0,743538,121249,76300,78513,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
3000,3000,3000.0, 36 months, 17.97%,108.42,D,D1,Support mgr,10+ years,MORTGAGE,45000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,373xx,TN,26.77,0,Dec-1996,0,,,12,0,11422,39%,25,w,1092.95,1092.95,2721.01,2721.01,1907.05,798.96,15.0,0.0,0.0,Jan-2021,108.42,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,122702,4,2,1,3,3.0,25875,83.0,3,3,5117,62.0,29300,1,2,4,7,10225.0,6281.0,56.4,0,0,188.0,264,0,0,2,30.0,,2.0,,0,2,4,5,7,7,9,16,4,12,0.0,0,0,5,100.0,20.0,0,0,145935,37297,14400,31230,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
